Dam_Name,Other_Dam_Name,State_ID,NID_ID,Num_Separate_Struct,Other_Structure_ID,Longitude,Latitude,Section,County,River,Owner_Name,Owner_Type,Private_Dam,Dam_Designer,Dam_Type,Core,Foundation,Primary_Purpose,All_Purposes,Year_Completed,Year_Modified,Dam_Length,Dam_Height,Structural_Height,Hydraulic_Height,NID_Height,Max_Discharge,Max_Storage,Normal_Storage,NID_Storage,Surface_Area,Drainage_Area,EAP,Inspection_Date,Inspection_Frequency,Spillway_Type,Spillway_Width,Outlet_Gates,Volume,Num_Locks,Length_Locks,Width_Locks,Permitting_Authority,Inspection_Authority,Enforcement_Authority,Jurisdictional_Dam,State_Reg_Dam,State_Reg_Agency,Fed_Funding,Fed_Design,Fed_Construction,Fed_Regulatory,Fed_Inspection,Fed_Operation,Fed_Owner,Fed_Other,Source_Agency,State,Submit_Date,Url_Address,Congress_Rep,Political_Party,Congress_District
OAK SITE,,1.065,CA00051,0,,-122.1719,37.1274,"S.27,T.9S,R.3W",SANTA CRUZ,TR BIG CREEK,STATE DEPT OF FORESTRY,State,N,,Earth,,R,Other,Other,1969,,290,43,NA,37,43,346,31,20,31,2,0.08,NR,40934,1,U,0,,19400,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Anna G. Eshoo (D),D,CA18
PAVEL #4,,30520,CO02790,0,,-105.5804,40.7408,"S16 , T9N, R73W of Sixth PM",LARIMER,MANHATAN-TR,COLORADO STATE LAND BOARD,State,N,,Earth,,,Water Supply,Water Supply,1969,,217,32,32,32,32,NA,24,15,24,1,1,NR,40451,6,U,59,,NA,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Jared Polis (D),D,CO02
LITTLE HOHNHOLTZ,HOHNHOLTZ #2,480103,CO00376,0,,-105.9972,40.9416,"S11 , T11N, R77W of Sixth PM",LARIMER,LARAMIE RIVER,ERV WEINMEINSTER,Private,N,,Earth,,,Recreation,"Recreation, Fish and Wildlife Pond",1969,,250,18,18,18,18,8175,1137,129,1137,19,0.14,NR,39637,6,U,302,,36007,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Jared Polis (D),D,CO02
ECHO CANYON,,290104,CO01055,0,,-107.0001,37.2074,"S6 , T34N, R1W of New Mexico PM",ARCHULETA,ECHO CANYON,COLORADO PARKS & WILDLIFE,State,N,,Earth,,,Recreation,"Recreation, Fish and Wildlife Pond",1969,,300,68,82,68,82,5352,3063,2149,3063,118,10,Y,40828,2,U,76,S1,NA,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Scott R. Tipton (R),R,CO03
TURNER,FALLS CREEK,CO00001124,CO01066,0,,-107.8668,37.3683,"S21 , T36N, R9W of New Mexico PM",LA PLATA,FALLS CREEK,"FALLS CREEK RANCH ASSOCIATION, INC.",Private,Y,USDA NRCS,Earth,,,Recreation,"Recreation, Fish and Wildlife Pond",1969,,510,35,46,35,46,5000,818,472,818,42,6.34,Y,41137,1,U,125,S1,NA,NA,0,NA,Y,Y,Y,Y,Y,DWR,,USDA NRCS,,,,,,,CO,CO,02\04\2013,NA,Scott R. Tipton (R),R,CO03
B & B,,440104,CO02576,0,,-107.5441,40.4899,"S12 , T6N, R91W of Sixth PM",MOFFAT,YAMPA RIVER-TR,FRANK & ROSE COUNTS,Private,N,,Earth,,,Irrigation,Irrigation,1969,,147,21,28,21,28,1078,50,25,50,4,7.3,NR,40795,6,U,32,,NA,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Scott R. Tipton (R),R,CO03
TRUSTEES PUEBLO WW #1,,140126,CO02472,0,,-104.6463,38.2708,"S26 , T20S, R65W of Sixth PM",PUEBLO,ARKANSAS RIVER-OS,PUEBLO BOARD OF WATER WORKS,Public Utility,N,,Earth,,,Water Supply,Water Supply,1969,,800,12,12,12,12,233,50,40,50,10,0.02,NR,40361,6,N,91,,NA,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Scott R. Tipton (R),R,CO03
HAWK DITCH RES. DAM,GULCH SPRINGS,CO00001244,CO02074,0,,-107.2397,39.3947,"S05,T.08S,R.88W, 6th PM",GARFIELD,EDGERTON CREEK,FRED ANSCHUTE,Private,N,USDA NRCS,Earth,,,"Fire Protection, Stock, Or Small Fish Pond","Irrigation, Water Supply, Fire Protection, Stock, Or Small Fish Pond",1969,,270,11.4,40,39,40,691,22,12,22,NA,0.938,NR,,0,,20,,NA,NA,0,NA,N,N,N,N,N,,,USDA NRCS,,,,,,,USDA NRCS,CO,03\08\2013,NA,Scott R. Tipton (R),R,CO03
CEDAR SPRINGS,,40112,CO01767,0,,-105.3204,40.4614,"S26 , T6N, R71W of Sixth PM",LARIMER,CEDAR CREEK,CEDAR SPRINGS IMPROVEMENT ASSOCIATION,Private,N,DAVID COLEMAN,Earth,,,Fish and Wildlife Pond,"Recreation, Fire Protection, Stock, Or Small Fish Pond, Fish and Wildlife Pond",1969,,347,34,37,37,37,660,50,38,50,3,2.61,NR,38639,6,U,20,slope gate,38867,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Jared Polis (D),D,CO02
PATRICK LAKE,"BENNETT, BOWLES",95222,CO01819,0,,-105.0485,39.6157,"S18 , T5S, R68W of Sixth PM",ARAPAHOE,SOUTH PLATTE RIVER-OS,PATRICK BENNETT RESERVOIR COMPANY,Private,N,,Earth,,,Irrigation,"Irrigation, Recreation",1969,,1000,8,10,10,10,1665,1219,1113,1219,91,0.56,NR,40101,6,N,50,,NA,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Diana DeGette (D),D,CO01
BELTZ NO. 2,,CO00001252,CO00459,0,,-105.2611,38.8303,"S18,T.14S,R.70W, 6th PM",TELLER,HAY CREEK,J.O.BELTZ,Private,N,USDA NRCS,Earth,,,Irrigation,Irrigation,1969,,300,13,36,27,36,3395,151,11,151,NA,8.141,NR,31975,0,,65,,NA,NA,0,NA,N,N,N,N,N,,,USDA NRCS,,,,,,,USDA NRCS,CO,03\08\2013,NA,Doug Lamborn (R),R,CO05
POOSE CREEK,VAUGHN LAKE,440202,CO00981,0,,-107.2583,40.1322,"S22 , T2N, R88W of Sixth PM",RIO BLANCO,POOSE CREEK,COLORADO PARKS & WILDLIFE,State,Y,,Earth,,,Recreation,"Recreation, Fish and Wildlife Pond",1969,,435,30,41,35,41,2764,544,278,544,36,3.5,NR,40449,6,N,40,,33067,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Scott R. Tipton (R),R,CO03
SCALES #3 (UPPER),,420138,CO00109,0,,-108.0172,39.0449,"S33 , T11S, R95W of Sixth PM",MESA,KAHNAH CREEK-TR,GRAND MESA RESERVOIR CO.,Private,Y,,Earth,HEK,RSK,Irrigation,Irrigation,1969,,350,7,9,7,9,681,242,130,242,45,0.32,Y,39714,6,N,25,U;V,2742,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Scott R. Tipton (R),R,CO03
BUTTON ROCK,,50112,CO00171,0,,-105.367,40.217,"S20 , T3N, R71W of Sixth PM",BOULDER,NORTH ST. VRAIN CREEK,CITY OF LONGMONT,Local Government,Y,MCCALL-ELLINGSON,Earth,,,Water Supply,Water Supply,1969,1990: drain left groin,925,210,214,210,214,29000,20400,16080,20400,222,99,Y,40808,1,U,110,,1782000,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Jared Polis (D),D,CO02
"SPROCH, JOSEPH NO 1",JOSEPH SPROCH NO 1,CO00001233,CO00116,0,,-104.1838,39.1716,"S23 , T10S, R61W of Sixth PM",ELBERT,REED SPRINGS CREEK,JOSEPH SPROCH,Private,N,USDA NRCS,Earth,,,Flood Control,Flood Control,1969,,824,24,31,24,31,7336,295,146,295,23,3.12,NR,39596,3,U,300,,33894,NA,0,NA,Y,Y,Y,Y,Y,DWR,,USDA NRCS,,,,,,,CO,CO,02\04\2013,NA,Cory Gardner (R),R,CO04
"BOLEN, ANDERSON, JACOBS",B-A-J,420109,CO00822,0,,-108.2122,39.0199,"S11 , T11S, R97W of Sixth PM",MESA,KANNAH CREEK-TR,CITY OF GRAND JUNCTION,Local Government,Y,,Earth,HEK,RSK,Water Supply,Water Supply,1969,,1500,19,19,19,19,1323,568,236,568,55,0.75,Y,40014,6,N,45,U;S,61460,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Scott R. Tipton (R),R,CO03
MATTINGLY,,30220,CO00142,0,,-105.1011,40.7434,"S15 , T9N, R69W of Sixth PM",LARIMER,DRY CREEK,DAVE AND KAE ROSGEN,Private,N,,Earth,,,Irrigation,"Irrigation, Fish and Wildlife Pond",1969,,1052,26,54,30,54,1300,820,570,820,50,9.9,NR,40282,6,U,40,,68698,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Jared Polis (D),D,CO02
INDIO LOCO DETENTION DAM,,L1839781,NM00016,0,,-106.98,34.51,,SOCORRO,RIO PUERCO,BUREAU OF LAND MANAGEMENT,Federal,N,,Earth,E,U,Debris Control,Debris Control,1969,,635,27.69,27.69,22.52,27.69,NA,65.76,NA,65.76,9.8,NA,NR,40585,5,,0,,10544.37,NA,0,NA,N,N,N,N,N,,DOI BLM,,,DOI BLM,DOI BLM,DOI BLM,DOI BLM,,DOI BLM,NM,02\27\2013,NA,Stevan Pearce (R),R,NM02
CROW BROAD PLACITAS DAM NO. 1,BROAD CANYON DAM,NM00000226,NM00230,0,,-106.9933,32.5317,T20S R2W S36,DONA ANA,BROAD CANYON,CABALLO SOIL & WATER CONSERVATION DISTRICT,Local Government,Y,USDA NRCS,Earth,IEZ,SZ,Flood Control,Flood Control,1969,0,1435,88,95,72,95,18750,6520,2645,6520,170,34,N,40260,3,U,520,U,771752,NA,0,NA,Y,Y,Y,Y,Y,Office of the State Engineer,USDA NRCS,USDA NRCS,USDA NRCS,,,,,,NM,NM,09\25\2012,NA,Stevan Pearce (R),R,NM02
PJ #6 DETENTION DAM,,L1840023,NM00027,0,,-106.93,34.47,,SOCORRO,RIO PUERCO,BUREAU OF LAND MANAGEMENT,Federal,N,,Earth,E,U,Debris Control,Debris Control,1969,,816,25.18,25.18,20.35,25.18,NA,65.29,NA,65.29,18.4,NA,NR,40587,5,,0,,7250,NA,0,NA,N,N,N,N,N,,DOI BLM,,,DOI BLM,DOI BLM,DOI BLM,DOI BLM,,DOI BLM,NM,02\27\2013,NA,Stevan Pearce (R),R,NM02
WILD HORSE DAM,,J103,NV10119,0,,-115.8418,41.6867,037 N44 E54 25B,ELKO,EAST FORK OWYHEE RIVER,BIA,Federal,N,USDI BOR,,HCK,RK,Flood Control,"Irrigation, Flood Control, Recreation, Fish and Wildlife Pond",1969,,458,101,116,90,116,5400,95235,72000,95235,3035,60,Y,39288,1,U,75,S1;V1,12735,NA,0,NA,Y,Y,Y,Y,Y,NEVADA DWR,DOI BIA,DOI BIA,DOI BIA,DOI BIA,DOI BIA,DOI BIA,DOI BIA,DOI BIA,DOI BIA,NV,03\01\2013,NA,Mark E. Amodei (R),R,NV02
BIBO,BIBO IRRIGATION DAM,NM00000102,NM00137,0,,-107.3988,35.1873,"NE1/4,SEC18,T11N,R5W NMPM",CIBOLA,SEBOYETITA CREEK -OS,BIBO IRRIGATION GROUP,Local Government,N,USDA NRCS,Earth,EZH,SK,Irrigation,Irrigation,1969,0,860,18,18,18,18,170,64,50,64,NA,0.033,NR,37518,5,U,30,S,10070,NA,0,NA,N,N,N,N,N,,,USDA NRCS,,,,,,,USDA NRCS,NM,03\08\2013,NA,Stevan Pearce (R),R,NM02
SEBOYETA IRRIGATION DAM,CEBOLLETA IRRIGATION DAM,NM00000103,NM00338,0,,-107.3933,35.22,T11N R5W S5,CIBOLA,RIO PAGUATE-OS,SEBOYETA IRRIGATION DISTRICT,Local Government,N,USDA NRCS,Earth,EZH,SZ,Irrigation,Irrigation,1969,0,1030,23,29,23,29,75,61,50,61,4,0.006,NR,39192,5,U,10,Slide,38528,NA,0,NA,Y,Y,Y,Y,Y,Office of the State Engineer,,USDA NRCS,,,,,,,NM,NM,09\25\2012,NA,Stevan Pearce (R),R,NM02
T X DIVERSION DAM NO 3,,L1840021,NM00026,0,,-107.3,34.71,,VALENCIA,TRIBUTARY TO COLORADO ARROYO,BUREAU OF LAND MANAGEMENT,Federal,N,,Earth,E,U,Debris Control,Debris Control,1969,,1565,14.06,14.06,7.75,14.06,NA,82.29,NA,82.29,45.9,NA,NR,40662,5,,0,,17486.75,NA,0,NA,N,N,N,N,N,,DOI BLM,,,DOI BLM,DOI BLM,DOI BLM,DOI BLM,,DOI BLM,NM,02\27\2013,NA,Stevan Pearce (R),R,NM02
PALOMAS RED HILL DETENTION,,L1837702,NM00102,0,,-108.09,31.99,,LUNA,PALOMAS ARROYO,BUREAU OF LAND MANAGEMENT,Federal,N,UNKNOWN,Earth,E,S,Debris Control,Debris Control,1969,,970,22.3,22.3,15.3,22.3,1155,450,11.75,450,NA,9.75,NR,40001,5,,0,,15365,NA,0,NA,N,N,N,N,N,,DOI BLM,,,DOI BLM,DOI BLM,DOI BLM,DOI BLM,,DOI BLM,NM,02\27\2013,NA,Stevan Pearce (R),R,NM02
BILL EVANS DAM,,D-138,NM00138,1,,-108.5755,32.8647,T16S R17W S35,GRANT,MANGAS -OS,FREEPORT MCMORAN CORPORATION,Private,N,,Earth,,,Other,Other,1969,,1350,170,NA,NA,170,2900,2375,2100,2375,64,0.36,Y,40801,1,U,100,Valve,NA,NA,0,NA,Y,Y,Y,Y,Y,Office of the State Engineer,,,,,,,,,NM,NM,09\25\2012,NA,Stevan Pearce (R),R,NM02
CASS DRAW SITE 2 DAM,LITTLE CASS DRAW SITE 2,NM00000305,NM00269,0,,-104.1946,32.3145,T23S R27E S9,EDDY,CASS DRAW,CARLSBAD IRRIGATION DISTRICT,Local Government,Y,USDA NRCS,Earth,EZH,SZ,Flood Control,Flood Control,1969,,3676,9,17,9,17,400,372,10,372,NA,2,NR,39590,5,U,30,U,26034,NA,0,NA,Y,Y,Y,Y,Y,Office of the State Engineer,USDA NRCS,USDA NRCS,USDA NRCS,,,,,,NM,NM,09\25\2012,NA,Stevan Pearce (R),R,NM02
CASS DRAW SITE 1 DAM,BIG CASS DRAW SITE 1,NM00000304,NM00268,0,,-104.1983,32.2967,T23S R27E S21,EDDY,CASS DRAW,CARLSBAD IRRIGATION DISTRICT,Local Government,Y,USDA NRCS,Earth,EZH,SZ,Flood Control,Flood Control,1969,1989,7835,27,37,27,37,11225,4275,86,4275,490,34,N,39590,5,U,800,U,349515,NA,0,NA,Y,Y,Y,Y,Y,Office of the State Engineer,USDA NRCS,USDA NRCS,USDA NRCS,,,,,,NM,NM,09\25\2012,NA,Stevan Pearce (R),R,NM02
LOWER MUNDO,,SWT000069D,NM00190,0,,-106.9316,36.8743,,,,BIA,Federal,N,,Earth,A,RK,Flood Control,"Flood Control, Recreation, Fire Protection, Stock, Or Small Fish Pond, Fish and Wildlife Pond",1969,,810,NA,64,NA,64,NA,NA,1400,1400,NA,NA,Y,41102,0,C,0,,NA,NA,0,NA,N,N,N,N,N,,DOI BIA,DOI BIA,DOI BIA,DOI BIA,DOI BIA,DOI BIA,DOI BIA,DOI BIA,DOI BIA,NM,03\01\2013,NA,Ben Ray Luj??n (D),D,NM03
SALT LAKE CO-CREEKSIDE PARK (BIG CTTNWD),,UT00531,UT00531,0,,-111.8483,40.6666,"09,2S~1E SL",SALT LAKE,BIG COTTONWOOD CREEK,SALT LAKE COUNTY PUBLIC WORKS,Local Government,N,,Earth,,,Flood Control,Flood Control,1969,,1400,NA,16,11,16,NA,NA,90,90,NA,53.1,Y,41024,0,,0,,NA,NA,0,NA,Y,Y,Y,Y,Y,,,,,,,,,,UT,UT,02\06\2013,NA,Jason Chaffetz (R),R,UT03
BUTLER VALLEY,,L2005199,UT00364,0,,-111.8283,37.4544,,KANE,,BUREAU OF LAND MANAGEMENT,Federal,N,UNKNOWN,Earth,E,S,,,1969,,600,29,29,18,29,947,74,74,74,30,NA,NR,,5,U,0,,23200,NA,0,NA,Y,Y,Y,Y,Y,,,,,,,,DOI BLM,,DOI BLM,UT,02\27\2013,NA,Chris Stewart (R),R,UT02
STARVATION,,UT10136,UT10136,0,,-110.4435,40.191,,DUCHESNE,STRAWBERRY RIVER,DOI BR,Federal,N,,Earth,A,RK,Irrigation,Irrigation,1969,,3070,210,210,155,210,16600,186990,165320,186990,3560,1055,Y,40766,1,U,300,,4831000,NA,0,NA,N,N,N,N,N,,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,UT,03\01\2013,NA,Rob Bishop (R),R,UT01
STRATES (MCKINLEY) *,CHESTER PONDS,UT03900047,UT00294,0,,-111.5133,39.4783,"30,15S~4E SL",SANPETE,CANAL CANYON DRAINAGE,CHESTER IRRIGATION COMPANY,Private,N,USDA NRCS,Earth,HEK,U,Irrigation,Irrigation,1969,,1320,27,27,23,27,23,195,150,195,17,4.3,Y,40708,0,U,0,L;1,NA,NA,0,NA,Y,Y,Y,Y,Y,,,USDA NRCS,,,,,,,UT,UT,02\06\2013,NA,Jim Matheson (D),D,UT04
MOAB CITY - TUSHER CANYON DETENTION,,UT00566,UT00566,0,,-109.5311,38.5669,"06,26S~22E SL",GRAND,TUSHER CANYON,MOAB CITY,Local Government,N,,Earth,,,Flood Control,Flood Control,1969,,350,NA,28,26,28,NA,15,12,15,NA,1,Y,41040,0,,0,,NA,NA,0,NA,Y,Y,Y,Y,Y,,,,,,,,,,UT,UT,02\06\2013,NA,Jason Chaffetz (R),R,UT03
LITTLE SAGE CREEK RESERVOIR,,L63585,WY01479,0,,-107.3,41.6,,CARBON,LITTLE SAGE CREEK,BUREAU OF LAND MANAGEMENT,Federal,N,UNKNOWN,Earth,E,U,Debris Control,Debris Control,1969,,934,25.96,25.96,21.46,25.96,NA,695,21.19,695,132.3,NA,NR,40806,5,,0,,12110,NA,0,NA,Y,Y,Y,Y,Y,SEO,DOI BLM,,,DOI BLM,DOI BLM,DOI BLM,DOI BLM,,DOI BLM,WY,02\27\2013,NA,Cynthia M. Lummis (R),R,WY00
WHEATON NO. 1,,7154R,WY01960,0,,-105.6775,43.3161,"SWSW 30,T39N,R73W",CONVERSE,WHEATON DRAW,HARDY ENTERPRISES C/O EUGENE HARDY,Private,N,,Earth,HEK,SZ,Irrigation,"Irrigation, Fire Protection, Stock, Or Small Fish Pond",1969,,425,26,26,20,26,NA,NA,67,67,9,NA,NR,40282,5,U,195,O1,15784,NA,0,NA,Y,Y,Y,Y,Y,SEO,,,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
WEIR POND,,7023R,WY01955,0,,-107.2956,44.593,"SWNE 2,T53N,R87W",SHERIDAN,WEST FORK BIG GOOSE CREEK,DOME LAKE RESERVOIR COMPANY (D. ROBERTS),Private,N,WALTER J PILCH,,HEK,SZ,Irrigation,Irrigation,1969,,150,8,8,3,8,NA,131,61,131,14,NA,NR,40734,5,U,16,S1,400,NA,0,NA,Y,Y,Y,Y,Y,SEO,,,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
CUMMINGS NO 9-328-2,327W04,M0609,WY82408,0,,-104.5792,43.8043,844N64W,WESTON,SOUTH FORK BEAVER CREEK,USDA FS,Federal,N,,Earth,X,SK,"Fire Protection, Stock, Or Small Fish Pond","Recreation, Fire Protection, Stock, Or Small Fish Pond, Fish and Wildlife Pond",1969,,350,16,21,16,21,3096,83,NA,83,20,10,NR,,0,,30,,382200,NA,0,NA,N,N,N,N,N,,USDA FS,USDA FS,USDA FS,USDA FS,USDA FS,USDA FS,USDA FS,,USDA FS,WY,03\13\2013,NA,Cynthia M. Lummis (R),R,WY00
EATON,,,WY00655,0,,-105.6879,44.9392,"SWNW 12, T57N R74W",CAMPBELL,DRY CREEK,T. J. JENKINS,Private,N,USDA NRCS,Earth,EZH,UZ,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",1969,,575,32,NA,32,32,1532,55,26,55,NA,1,NR,,5,U,40,U,19668,NA,0,NA,N,N,N,N,N,,,,,,,,,,USDA NRCS,WY,03\08\2013,NA,Cynthia M. Lummis (R),R,WY00
AMERADA STOCK,,6923R,WY00556,0,,-106.535,43.8683,"NWSE 13,T45N,R81W",JOHNSON,NINE MILE CREEK,BRUCE T. PHEASANT,Private,N,,Earth,HEK,SZ,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",1969,,566,25,25,20,25,NA,262,157,262,18,NA,NR,39345,5,U,100,X,20288,NA,0,NA,Y,Y,Y,Y,Y,SEO,,,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
TECKLA NO. 1,,7207R,WY00436,0,,-105.5006,43.5422,"SWNW 10,T41N,R72W",CAMPBELL,SPRING CREEK,"SIOUX RANCH, INC.",Private,N,,Earth,HEK,SZ,Flood Control,"Flood Control, Fire Protection, Stock, Or Small Fish Pond",1969,,1100,18,18,12,18,NA,330,125,330,26,NA,NR,40520,5,U,460,O1,11820,NA,0,NA,Y,Y,Y,Y,Y,SEO,,,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
4 X,,6932R,WY00623,0,,-106.5944,44.875,"NENW 35,T57N,R81W",SHERIDAN,4 X DRAW,OTO RANCH (MALCOM HUTTON),Private,N,,Earth,HEK,SZ,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",1969,,275,25,28,20,28,NA,40,22,40,3,NA,NR,40490,5,U,30,X,2000,NA,0,NA,Y,Y,Y,Y,Y,SEO,,,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
REYNOLDS PINEY CREEK DIVERSION DAM,TEXACO DIVERSION DAM,7010R,WY00461,0,,-106.8097,44.5306,"SWSW 25,T53N,R83W",JOHNSON,PINEY CREEK,SHERIDAN COUNTIES COALITION -BRUCE YATES,Private,N,,Earth,IEK,SZ,Irrigation,Irrigation,1969,,1845,22,22,13,22,4817,114,51,114,10,12.9,N,40400,5,U,96,S3,61400,NA,0,NA,Y,Y,Y,Y,Y,SEO,,,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
KIEWIT ACME DITCH NO. 1,,7269R,WY00690,0,,-107.5089,44.9986,"NWNE 20,T58N,R88W",SHERIDAN,WEST PASS OR CAVE CREEK,PETER MANNIGAULT,Private,N,,Earth,HEK,SZ,Irrigation,Irrigation,1969,,1156,42,42,33,42,NA,49,34,49,3,NA,NR,40106,5,U,12,V1,59800,NA,0,NA,Y,Y,Y,Y,Y,SEO,,,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
GREEN CABIN,,7058R,WY00627,0,,-106.3783,44.5716,"SENW 17,T53N,R79W",SHERIDAN,GREEN CABIN DRAW,WALLACE VAN NOY,Private,N,USDA NRCS,Earth,HEK,SZ,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",1969,,320,30,33,26,33,1250,89,52,89,6,1.72,NR,39318,5,U,40,X,16100,NA,0,NA,Y,Y,Y,Y,Y,SEO,,USDA NRCS,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
DOME LAKE NO. 1,ENL OF 688R,7024R,WY00650,0,,-107.2964,44.5916,"NWSE 2,T53N,R87W",SHERIDAN,WEST FORK BIG GOOSE CREEK,DOME LAKE RESERVOIR COMPANY (D. ROBERTS),Private,N,WALTER J PILCH,Earth,IEK,SZ,Irrigation,Irrigation,1969,1979,1110,30,30,25,30,2750,2030,1506,2030,96,15.2,Y,41100,5,U,40,S1,55500,NA,0,NA,Y,Y,Y,Y,Y,SEO,,,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
GREEN CABIN NO. 3,,7085R,WY00628,0,,-106.3733,44.5666,"SESE 17,T53N,R79W",SHERIDAN,GREEN CABIN DRAW,WALLACE VAN NOY,Private,N,USDA NRCS,Earth,HEK,SZ,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",1969,,250,27,31,22,31,1600,75,35,75,3,1.84,NR,39315,5,U,35,X,6292,NA,0,NA,Y,Y,Y,Y,Y,SEO,,USDA NRCS,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
ETHYL NO. 1,,,WY00553,0,,-106.2659,43.9066,"NWNW 5, T45N R78W",JOHNSON,ETHYL DRAW,FRED E. HESSE,Private,N,USDA NRCS,Earth,EZH,UZ,Irrigation,"Irrigation, Fire Protection, Stock, Or Small Fish Pond",1969,,525,21,NA,21,21,2100,180,100,180,NA,3.72,NR,,5,U,100,X,7837,NA,0,NA,N,N,N,N,N,,,,,,,,,,USDA NRCS,WY,03\08\2013,NA,Cynthia M. Lummis (R),R,WY00
OIL WELL STOCK,,7225R,WY01789,0,,-106.2122,44.7063,"SWSE 26,T55N,R78W",SHERIDAN,DAVIS DRAW,"SEVEN UP RANCHES, INC.",Private,N,,Earth,HEK,SZ,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",1969,,600,26,26,21,26,NA,127,82,127,9,NA,NR,39681,5,U,105,X,12500,NA,0,NA,Y,Y,Y,Y,Y,SEO,,,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
FUBAR DETENTION,,L1829222,WY01408,0,,-108.9656,44.7994,"SWSE 25,T56N,R101W",PARK,BIG SAND COULEE CREEK,USDI BLM,Federal,Y,,Earth,,,Flood Control,"Flood Control, Fire Protection, Stock, Or Small Fish Pond",1969,,686,38,39,23,39,2820,775,312,775,NA,NA,NR,40814,5,,0,,40228,NA,0,NA,Y,Y,Y,Y,Y,SEO,,,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
CELLERS NO. F.S. 9-499-4,,M0019,WY01320,0,,-104.8675,43.7822,"NENW 23,T44N,R67W",WESTON,OKEEFE DRAW,USDA FOREST SERVICE,Federal,Y,,Earth,HEK,SZ,Fish and Wildlife Pond,"Fire Protection, Stock, Or Small Fish Pond, Fish and Wildlife Pond",1969,,640,23,23,18,23,2808,56,56,56,7,1.3,NR,40345,5,U,60,X,7240,NA,0,NA,N,N,N,N,N,,,,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
BENCH CANAL,BENCH,7153R,WY01086,0,,-108.3192,44.4833,"LOT 12, 18, T52N,R95W",BIG HORN,GREYBULL RIVER,BENCH CANAL COMPANY,Private,Y,USDA NRCS,Earth,HEK,SZ,Irrigation,Irrigation,1969,,1000,35,35,30,35,184,497,299,497,34,1,NR,41074,5,U,25,U1,75400,NA,0,NA,Y,Y,Y,Y,Y,SEO,,USDA NRCS,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
